TM,Z
2020-01-01 08:00:00,123.64
2020-01-11 08:00:00,123.49
2020-01-21 08:00:00,123.32
2020-02-01 08:00:00,123.18
2020-02-11 08:00:00,123.04
2020-02-21 08:00:00,123.18
2020-03-01 08:00:00,123.06
2020-03-11 08:00:00,123.29
2020-03-15 08:00:00,123.53
2020-03-16 08:00:00,123.56
2020-03-17 08:00:00,123.58
2020-03-18 08:00:00,123.66
2020-03-19 08:00:00,123.74
2020-03-20 08:00:00,123.79
2020-03-21 08:00:00,123.77
2020-03-22 08:00:00,123.82
2020-03-23 08:00:00,123.79
2020-03-24 08:00:00,123.85
2020-03-25 08:00:00,123.91
2020-03-26 08:00:00,123.92
2020-03-27 08:00:00,123.95
2020-03-28 08:00:00,123.92
2020-03-29 08:00:00,123.98
2020-03-30 08:00:00,124.03
2020-03-31 06:30:00,124.02
2020-03-31 08:00:00,124.02
2020-04-01 08:00:00,123.51
2020-04-02 08:00:00,123.34
2020-04-03 08:00:00,123.08
2020-04-04 08:00:00,123.05
2020-04-05 08:00:00,123.02
2020-04-06 08:00:00,123.07
2020-04-07 08:00:00,123.33
2020-04-08 08:00:00,123.46
2020-04-09 08:00:00,123.56
2020-04-10 08:00:00,123.73
2020-04-11 08:00:00,123.74
2020-04-12 08:00:00,123.67
2020-04-13 08:00:00,123.69
2020-04-14 08:00:00,123.54
2020-04-15 08:00:00,123.64
2020-04-16 08:00:00,123.58
2020-04-17 08:00:00,123.53
2020-04-18 08:00:00,123.56
2020-04-19 08:00:00,123.6
2020-04-20 08:00:00,123.58
2020-04-21 08:00:00,123.56
2020-04-22 08:00:00,123.55
2020-04-23 08:00:00,123.55
2020-04-24 08:00:00,123.52
2020-04-25 08:00:00,123.51
2020-04-26 08:00:00,123.46
2020-04-27 08:00:00,123.47
2020-04-28 08:00:00,123.5
2020-04-29 08:00:00,123.54
2020-04-30 08:00:00,123.44
2020-05-01 08:00:00,123.29
2020-05-02 08:00:00,123.15
2020-05-03 08:00:00,122.96
2020-05-04 08:00:00,122.85
2020-05-05 08:00:00,123.35
2020-05-06 08:00:00,123.57
2020-05-07 08:00:00,123.6
2020-05-08 08:00:00,123.57
2020-05-09 08:00:00,123.65
2020-05-10 08:00:00,123.75
2020-05-11 08:00:00,123.82
2020-05-12 08:00:00,123.9
2020-05-13 08:00:00,123.98
2020-05-14 08:00:00,123.99
2020-05-15 08:00:00,123.91
2020-05-16 08:00:00,123.78
2020-05-17 08:00:00,123.66
2020-05-18 08:00:00,123.74
2020-05-18 14:30:00,125.27
2020-05-18 14:42:00,123.74
2020-05-18 15:00:00,123.74
2020-05-18 16:00:00,123.74
2020-05-18 17:00:00,123.74
2020-05-18 18:00:00,123.74
2020-05-18 19:00:00,123.74
2020-05-18 20:00:00,123.74
2020-05-18 21:00:00,123.74
2020-05-18 22:00:00,123.74
2020-05-18 23:00:00,123.74
2020-05-19 00:00:00,123.74
2020-05-19 01:00:00,123.74
2020-05-19 02:00:00,123.74
2020-05-19 03:00:00,123.74
2020-05-19 04:00:00,123.74
2020-05-19 05:00:00,123.74
2020-05-19 06:00:00,123.74
2020-05-19 06:18:00,123.75
2020-05-19 07:00:00,123.75
2020-05-19 08:00:00,123.74
2020-05-19 09:00:00,123.75
2020-05-19 10:00:00,123.75
2020-05-19 11:00:00,123.75
2020-05-19 12:00:00,123.75
2020-05-19 13:00:00,123.75
2020-05-19 14:00:00,123.75
2020-05-19 15:00:00,123.75
2020-05-19 16:00:00,123.75
2020-05-19 17:00:00,123.75
2020-05-19 18:00:00,123.75
2020-05-19 19:00:00,123.75
2020-05-19 20:00:00,123.75
2020-05-19 21:00:00,123.75
2020-05-19 22:00:00,123.75
2020-05-19 23:00:00,123.75
2020-05-20 00:00:00,123.75
2020-05-20 01:00:00,123.75
2020-05-20 02:00:00,123.75
2020-05-20 03:00:00,123.75
2020-05-20 04:00:00,123.75
2020-05-20 05:00:00,123.75
2020-05-20 06:00:00,123.75
2020-05-20 07:00:00,123.75
2020-05-20 08:00:00,123.83
2020-05-20 09:00:00,123.75
2020-05-20 10:00:00,123.75
2020-05-20 11:00:00,123.75
2020-05-20 12:00:00,123.75
2020-05-20 13:00:00,123.75
2020-05-20 14:00:00,123.75
2020-05-20 15:00:00,123.75
2020-05-20 16:00:00,123.75
2020-05-20 17:00:00,123.75
2020-05-20 18:00:00,123.75
2020-05-20 19:00:00,123.75
2020-05-20 20:00:00,123.75
2020-05-20 21:00:00,123.75
2020-05-20 22:00:00,123.75
2020-05-20 23:00:00,123.75
2020-05-21 00:00:00,123.75
2020-05-21 01:00:00,123.75
2020-05-21 02:00:00,123.75
2020-05-21 03:00:00,123.75
2020-05-21 04:00:00,123.75
2020-05-21 05:00:00,123.75
2020-05-21 06:00:00,123.75
2020-05-21 07:00:00,123.75
2020-05-21 08:00:00,123.91
2020-05-21 09:00:00,123.75
2020-05-21 10:00:00,123.75
2020-05-21 11:00:00,123.75
2020-05-21 12:00:00,123.75
2020-05-21 13:00:00,123.75
2020-05-21 14:00:00,123.75
2020-05-21 15:00:00,123.75
2020-05-21 16:00:00,123.75
2020-05-21 17:00:00,123.75
2020-05-21 18:00:00,123.75
2020-05-21 19:00:00,123.75
2020-05-21 20:00:00,123.75
2020-05-21 21:00:00,123.75
2020-05-21 22:00:00,123.75
2020-05-21 23:00:00,123.75
2020-05-22 00:00:00,123.75
2020-05-22 01:00:00,123.75
2020-05-22 02:00:00,123.75
2020-05-22 03:00:00,123.75
2020-05-22 04:00:00,123.75
2020-05-22 05:00:00,123.75
2020-05-22 06:00:00,123.75
2020-05-22 07:00:00,123.75
2020-05-22 08:00:00,123.91
2020-05-22 09:00:00,123.75
2020-05-22 10:00:00,123.75
2020-05-22 11:00:00,123.75
2020-05-22 12:00:00,123.75
2020-05-22 13:00:00,123.75
2020-05-22 14:00:00,123.75
2020-05-22 15:00:00,123.75
2020-05-22 16:00:00,123.75
2020-05-22 17:00:00,123.75
2020-05-22 18:00:00,123.75
2020-05-22 19:00:00,123.75
2020-05-22 20:00:00,123.75
2020-05-22 21:00:00,123.75
2020-05-22 22:00:00,123.75
2020-05-22 23:00:00,123.75
2020-05-23 00:00:00,123.75
2020-05-23 01:00:00,123.75
2020-05-23 02:00:00,123.75
2020-05-23 03:00:00,123.75
2020-05-23 04:00:00,123.75
2020-05-23 05:00:00,123.75
2020-05-23 06:00:00,123.75
2020-05-23 07:00:00,123.75
2020-05-23 08:00:00,123.91
2020-05-23 09:00:00,123.75
2020-05-23 10:00:00,123.75
2020-05-23 11:00:00,123.75
2020-05-23 12:00:00,123.75
2020-05-23 13:00:00,123.75
2020-05-23 14:00:00,123.75
2020-05-23 15:00:00,123.75
2020-05-23 16:00:00,123.75
2020-05-23 17:00:00,123.75
2020-05-23 18:00:00,123.75
2020-05-23 19:00:00,123.75
2020-05-23 20:00:00,123.75
2020-05-23 21:00:00,123.75
2020-05-23 22:00:00,123.75
2020-05-23 23:00:00,123.75
2020-05-24 00:00:00,123.75
2020-05-24 01:00:00,123.75
2020-05-24 02:00:00,123.75
2020-05-24 03:00:00,123.75
